height,weight,age,male,BMI,bmi_category
163.83,46.776675,21.0,1,17.427796708847428,Underweight
161.29,41.8722115,24.0,1,16.09574248350555,Underweight
154.9,38.2,20.0,1,15.920640193114862,Underweight
161.3,43.3,20.0,1,16.64252283734643,Underweight
170.18,53.637254,34.0,1,18.520363104437504,Normal
149.86,42.977842,29.0,0,19.136968782412136,Normal
123.825,21.54562,11.0,1,14.052135296907016,Underweight
85.09,11.4248485,3.0,0,15.779505985387555,Underweight
160.655,39.7743485,65.0,1,15.410423778087946,Underweight
154.94,43.3463855,46.0,0,18.056176269568343,Underweight
106.045,15.478827,8.0,0,13.764411680280924,Underweight
126.365,21.9141635,15.0,1,13.723702475813328,Underweight
166.37,52.673371,43.0,1,19.030100422534044,Normal
148.2852,38.441922,39.0,0,17.482739185306148,Underweight
124.46,19.27766,12.0,0,12.4449949024846,Underweight
89.535,11.113004,3.0,1,13.862635199743515,Underweight
101.6,13.494362,4.0,0,13.072689332878666,Underweight
151.765,42.807745,43.0,0,18.5857075203235,Normal
148.59,35.890467,70.0,0,16.255485458593096,Underweight
153.67,44.22522,26.0,0,18.728018058453987,Normal
53.975,4.252425,0.0,0,14.596588362726894,Underweight
146.685,38.0733785,48.0,0,17.694977141420708,Underweight
56.515,5.159609,0.0,0,16.154344037005202,Underweight
100.965,14.3164975,5.0,1,14.044137814947836,Underweight
121.92,23.2182405,8.0,1,15.619941298476347,Underweight
81.5848,10.659412,3.0,0,16.0145500879362,Underweight
154.94,44.111822,44.0,1,18.375023070927625,Underweight
156.21,44.0267735,33.0,0,18.042603055924598,Underweight
132.715,24.9759095,15.0,1,14.180165161227736,Underweight
125.095,22.5945515,12.0,0,14.438558012110484,Underweight
101.6,14.344847,5.0,0,13.896598324446648,Underweight
160.655,47.8823055,41.0,1,18.55182164019283,Normal
146.05,39.405805,37.4,0,18.473835889070642,Underweight
132.715,24.777463,13.0,0,14.067496425553964,Underweight
87.63,10.659412,6.0,0,13.881219612890812,Underweight
156.21,41.050076,53.0,1,16.822723261415852,Underweight
152.4,40.82328,49.0,0,17.576725153450305,Underweight
162.56,47.0318205,27.0,0,17.79772157566776,Underweight
114.935,17.519991,7.0,1,13.262618534028006,Underweight
67.945,7.2291225,1.0,0,15.65923631454216,Underweight
142.875,34.246196,31.0,0,16.776441667451234,Underweight
76.835,8.0229085,1.0,1,13.5898182321602,Underweight
145.415,31.127751,17.0,1,14.720729367089445,Underweight
162.56,52.16308,31.0,1,19.739486256316262,Normal
156.21,54.0624965,21.0,0,22.1553406488398,Normal
71.12,8.051258,0.0,1,15.917697524170558,Underweight
158.75,52.5316235,68.0,1,20.84458989397979,Normal
